flow_duration,total_fwd_packets,total_bwd_packets,flow_bytes_per_sec,flow_packets_per_sec,packet_length_mean,packet_length_std,syn_flag_count,ack_flag_count,urg_flag_count,destination_port,protocol_type,label
8548.92,34,13,41560.87,132.89,452.87,173.57,0,25,0,80,TCP,Normal
21897.25,30,19,90124.89,27.55,1038.92,99.65,0,22,0,443,UDP,Normal
11615.85,48,36,35028.43,58.2,94.26,33.66,2,45,0,21,TCP,Brute Force
5090.39,50,34,20744.22,102.93,127.45,51.87,4,25,0,22,TCP,Brute Force
295.87,483,0,5652770.32,17075.42,90.28,15.93,455,0,0,443,TCP,DDoS
44482.49,14,22,13444.49,80.32,705.25,81.38,1,10,0,443,TCP,Normal
72453.0,19,16,10639.81,29.94,223.41,197.91,0,10,0,6667,TCP,Botnet
23182.81,26,21,26933.32,85.48,663.18,201.26,0,14,0,80,TCP,Normal
26.63,1,0,2234.52,1379.3,52.29,0.0,1,0,0,2201,TCP,Port Scan
51167.24,18,13,11848.5,6.23,415.96,158.72,0,8,1,4444,TCP,Botnet
11.11,2,0,1553.4,2303.77,52.99,0.0,1,0,0,4257,TCP,Port Scan
19002.99,5,18,58818.43,220.05,911.35,179.54,1,25,0,443,TCP,Normal
566.79,802,2,3365376.26,3601.04,94.14,12.67,499,0,0,53,TCP,DDoS
2957.4,27,12,15849.07,120.85,770.92,247.06,0,10,0,443,TCP,Normal
4012.38,24,19,73808.93,103.14,651.11,155.85,0,23,0,443,TCP,Normal
23852.47,34,12,11766.52,243.96,562.94,68.12,0,14,0,443,TCP,Normal
43272.16,24,18,113361.42,144.13,810.73,243.05,0,15,0,80,TCP,Normal
3018.06,18,9,141945.04,167.6,870.04,176.46,0,21,0,443,TCP,Normal
13.74,1,0,1320.67,1759.68,40.05,0.0,1,0,0,454,TCP,Port Scan
468.96,1068,1,2766621.02,11646.08,83.56,11.49,593,1,0,443,TCP,DDoS
15648.11,24,7,9038.2,21.86,250.82,103.77,0,10,0,4444,TCP,Botnet
5193.58,23,25,124204.96,107.5,942.93,242.9,0,12,0,80,TCP,Normal
10725.2,50,65,15983.67,43.49,122.76,46.31,2,27,0,22,TCP,Brute Force
14853.51,11,3,24810.09,183.05,786.97,109.3,0,20,0,53,UDP,Normal
24541.8,10,7,11043.41,17.54,258.54,103.9,0,6,0,4444,TCP,Botnet
9.39,2,0,369.24,2498.61,57.38,0.0,1,0,0,349,TCP,Port Scan
794.48,542,0,2911771.9,4690.1,71.73,5.82,135,0,0,8080,TCP,DDoS
4523.64,32,12,42490.8,97.56,681.58,60.24,0,15,0,443,TCP,Normal
1442.39,1185,2,4967131.98,8964.52,58.5,9.69,165,0,0,443,TCP,DDoS
1130.46,311,0,855495.9,14648.36,85.19,6.19,545,0,0,443,TCP,DDoS
15365.03,7,12,39632.55,238.33,613.57,83.77,0,19,0,80,TCP,Normal
906.76,952,2,5591580.23,17677.59,40.59,17.45,233,0,0,80,TCP,DDoS
22390.93,26,28,76255.64,140.16,793.9,138.24,0,27,0,80,TCP,Normal
42911.7,32,19,85150.92,151.63,1086.23,65.07,0,25,0,80,TCP,Normal
18661.3,32,23,37175.57,184.37,1017.09,196.26,0,26,0,443,TCP,Normal
27328.73,14,3,149738.99,37.24,556.11,131.58,0,4,0,80,TCP,Normal
25930.55,23,10,22041.31,169.32,922.23,166.67,1,19,0,80,TCP,Normal
37386.74,20,16,91459.13,72.9,484.4,65.39,0,10,0,443,TCP,Normal
44829.02,9,20,127506.35,77.27,803.69,63.45,0,22,0,53,UDP,Normal
11506.99,17,11,23728.12,239.43,824.32,95.73,0,4,0,80,TCP,Normal
1195.88,826,1,3769156.17,9118.24,76.38,22.64,582,0,0,80,TCP,DDoS
12008.63,23,28,52881.18,194.05,763.57,90.98,1,24,0,80,TCP,Normal
33586.12,34,20,123605.22,211.39,755.23,51.28,0,16,0,80,TCP,Normal
1049.21,1091,1,5265094.69,4762.14,83.21,18.47,256,0,0,80,TCP,DDoS
1479.59,802,1,3946528.44,8936.17,56.43,22.34,554,0,0,80,TCP,DDoS
15478.89,13,7,14189.37,247.69,625.65,211.97,0,7,0,80,TCP,Normal
38110.33,11,10,3490.95,16.83,440.58,188.05,1,17,0,4444,TCP,Botnet
951.19,880,0,1771217.15,15468.69,82.17,12.01,428,0,0,53,TCP,DDoS
31927.78,8,7,38818.07,153.7,1004.2,226.07,0,9,0,8080,TCP,Normal
5463.31,38,71,20039.98,55.96,168.73,40.61,3,32,0,22,TCP,Brute Force
5804.86,5,27,12647.87,211.86,482.58,59.03,0,23,0,80,TCP,Normal
658.91,1154,2,2535837.54,13915.6,76.81,6.44,427,0,0,80,TCP,DDoS
15.28,1,0,2273.22,3051.57,49.71,0.0,1,0,0,9887,TCP,Port Scan
9831.96,45,68,32581.1,59.67,201.35,34.63,4,39,0,22,TCP,Brute Force
1034.41,593,0,3030214.64,12783.96,79.99,5.01,149,0,0,443,TCP,DDoS
22221.23,29,16,19388.29,118.59,839.95,93.03,0,7,0,53,TCP,Normal
8.44,2,0,2041.18,1485.25,45.52,0.0,1,0,0,1401,TCP,Port Scan
32454.03,22,7,111171.78,73.59,969.2,167.69,0,7,0,443,TCP,Normal
13660.77,12,3,52476.04,57.86,526.82,208.14,0,27,0,443,TCP,Normal
5331.35,38,46,11670.2,112.71,110.1,24.21,5,31,0,22,TCP,Brute Force
5286.32,70,33,12877.95,93.15,109.97,34.48,5,60,0,22,TCP,Brute Force
78599.68,8,17,5468.44,13.33,251.56,107.52,1,14,0,4444,TCP,Botnet
15.17,1,0,2248.9,1055.05,63.64,0.0,1,0,0,3050,TCP,Port Scan
24408.22,26,25,89791.09,112.07,888.37,86.01,0,27,0,53,TCP,Normal
1365.5,962,2,5623088.48,3994.35,60.17,13.05,574,0,0,443,TCP,DDoS
13545.07,19,20,6885.28,39.67,545.52,55.31,0,6,0,443,TCP,Normal
5709.37,25,14,23396.56,156.27,737.75,174.52,0,8,0,80,TCP,Normal
586.92,717,1,5338717.22,15218.48,52.87,9.01,126,0,0,80,TCP,DDoS
7657.74,29,18,122704.07,190.59,1017.02,105.58,0,12,0,443,TCP,Normal
9715.72,30,6,135421.01,183.33,1056.16,170.66,0,25,0,443,TCP,Normal
281.64,731,0,2282970.3,14892.6,89.82,24.5,499,0,0,80,TCP,DDoS
39789.71,33,13,35628.62,218.49,1020.27,89.33,1,26,0,53,TCP,Normal
36685.07,19,10,117290.83,108.68,754.68,221.2,1,24,0,443,TCP,Normal
780.18,908,2,3095976.85,10359.2,86.68,19.12,242,0,0,80,TCP,DDoS
1031.62,690,2,2311756.0,17755.98,92.84,11.41,413,0,0,80,TCP,DDoS
18054.19,9,12,118827.4,225.18,1068.73,207.38,0,3,0,443,TCP,Normal
42083.56,20,13,9628.75,28.03,241.84,114.68,0,10,0,6667,TCP,Botnet
5416.1,17,26,46649.65,88.15,563.53,58.42,0,16,0,80,TCP,Normal
16293.28,31,16,103131.64,130.98,745.12,66.66,0,14,0,80,TCP,Normal
29.17,1,0,1173.07,1552.64,47.07,0.0,1,0,0,3212,TCP,Port Scan
21900.32,24,12,140916.23,182.38,841.82,59.97,1,5,0,443,TCP,Normal
172.36,408,2,986642.31,16722.87,59.36,13.22,376,0,0,443,TCP,DDoS
42766.1,8,17,138280.6,39.03,1013.66,160.32,0,26,0,80,TCP,Normal
25506.12,16,16,93378.35,150.74,954.4,247.34,0,8,0,53,TCP,Normal
17.69,1,0,2397.69,2603.0,33.9,0.0,1,0,0,9650,TCP,Port Scan
24.44,2,0,672.12,1590.85,43.08,0.0,1,0,0,6231,TCP,Port Scan
76948.03,8,11,5325.98,7.29,183.68,181.74,1,14,0,6667,UDP,Botnet
1094.6,467,1,5706539.13,3628.21,67.67,16.68,324,0,0,443,TCP,DDoS
12931.86,21,28,41693.47,199.67,977.59,149.09,0,24,0,443,TCP,Normal
29570.2,8,26,146345.01,169.57,539.68,186.05,0,17,0,80,TCP,Normal
2.94,1,0,1828.45,1486.39,59.59,0.0,1,0,0,34,TCP,Port Scan
1043.04,22,21,86998.71,184.72,819.32,215.36,1,10,0,443,TCP,Normal
5892.16,58,40,13700.8,91.72,105.57,48.77,2,45,0,21,TCP,Brute Force
5863.25,10,11,32926.86,46.51,695.23,209.07,1,22,0,443,TCP,Normal
25317.15,18,25,145917.57,137.9,603.61,143.88,1,15,0,80,TCP,Normal
11304.08,76,64,19777.66,44.38,178.46,55.11,2,29,0,3389,TCP,Brute Force
39627.94,27,22,21325.62,113.79,1020.47,59.44,1,17,0,53,TCP,Normal
16297.34,7,15,80263.67,35.55,960.25,96.74,0,8,0,443,TCP,Normal
5184.03,20,15,145943.66,72.55,1084.22,156.38,0,16,0,80,TCP,Normal
24562.69,24,3,49780.99,130.92,482.94,242.3,1,21,0,80,TCP,Normal
20131.2,30,20,43348.41,135.82,447.68,93.63,1,12,0,443,TCP,Normal
1228.0,896,1,5632919.34,12426.34,61.72,10.08,319,1,0,443,TCP,DDoS
22755.02,22,15,131226.41,165.23,772.75,73.08,0,9,0,80,TCP,Normal
32549.01,24,12,25302.69,80.65,586.55,196.44,0,15,0,443,TCP,Normal
777.67,722,2,3814785.58,12284.03,55.56,22.9,496,0,0,443,TCP,DDoS
1081.13,1009,1,2057175.44,10245.21,88.78,12.57,201,0,0,80,TCP,DDoS
999.66,1141,1,1460067.5,17004.23,87.7,9.67,472,0,0,443,TCP,DDoS
518.21,351,1,3898929.34,3470.42,49.36,17.66,525,0,0,80,TCP,DDoS
31413.99,33,8,90583.45,103.02,464.11,233.46,0,12,0,443,TCP,Normal
40266.77,10,13,136621.64,249.21,890.3,204.09,0,21,0,53,TCP,Normal
8564.87,6,3,112462.49,152.13,989.28,77.95,1,16,0,443,TCP,Normal
10897.31,52,54,37644.77,101.73,208.73,38.99,3,31,0,22,TCP,Brute Force
31.71,1,0,2129.81,3314.84,42.32,0.0,1,0,0,5439,TCP,Port Scan
22493.93,8,11,10068.33,10.62,412.25,116.88,0,11,0,1337,UDP,Botnet
42873.87,13,24,43472.29,158.36,607.59,192.88,1,8,0,443,TCP,Normal
7372.39,44,25,34566.23,115.49,177.09,57.32,5,55,0,22,TCP,Brute Force
9093.0,79,26,44226.83,96.96,149.05,53.58,4,64,0,22,TCP,Brute Force
152.17,1158,0,2487434.58,17176.84,55.55,14.22,109,0,0,80,TCP,DDoS
23779.86,6,10,62930.22,95.16,407.57,215.31,1,7,0,80,TCP,Normal
27381.19,30,10,39634.22,128.02,715.33,144.59,0,16,0,443,TCP,Normal
5456.25,68,43,23381.32,98.27,191.83,57.53,3,54,0,22,TCP,Brute Force
12577.72,26,16,132888.86,209.47,905.21,104.31,0,27,0,80,TCP,Normal
30361.96,16,25,84649.92,91.76,737.75,151.33,0,6,0,80,TCP,Normal
40304.36,16,19,13919.97,223.07,761.26,231.3,0,10,0,443,TCP,Normal
5060.88,37,53,32289.45,41.48,196.46,22.86,2,46,0,21,TCP,Brute Force
44077.22,4,3,77903.6,53.22,709.45,116.82,0,22,0,80,TCP,Normal
7621.11,21,8,114650.97,125.46,602.47,230.02,0,12,0,80,TCP,Normal
17.23,2,0,1847.2,1925.22,56.23,0.0,1,0,0,484,TCP,Port Scan
3.1,1,0,2237.97,2768.39,61.69,0.0,1,0,0,5406,TCP,Port Scan
33263.0,15,17,107548.36,196.59,461.1,151.22,1,15,0,443,TCP,Normal
19907.63,15,5,142525.73,195.63,498.08,223.69,0,16,0,443,TCP,Normal
663.91,868,0,3539148.3,7863.76,46.11,13.86,388,0,0,443,TCP,DDoS
12957.06,19,9,100281.14,120.2,911.03,59.54,0,21,0,443,TCP,Normal
1.8,1,0,1770.94,2537.52,32.49,0.0,1,0,0,2818,TCP,Port Scan
34484.31,30,12,83734.73,105.98,837.73,52.47,0,12,0,80,TCP,Normal
29156.07,24,14,12911.98,157.88,1031.68,126.64,0,3,0,443,TCP,Normal
208.57,619,0,2551608.05,11542.24,87.36,6.57,176,0,0,80,TCP,DDoS
1402.96,999,2,2993515.14,13369.53,89.66,22.01,542,0,0,80,TCP,DDoS
1298.79,477,0,2921704.47,13311.97,53.74,17.81,126,0,0,80,TCP,DDoS
3378.05,78,27,25032.1,85.32,100.91,36.11,3,31,0,22,TCP,Brute Force
225.13,1186,0,2295277.97,5404.81,55.52,9.67,194,0,0,443,TCP,DDoS
8.22,2,0,2025.82,2055.09,49.2,0.0,1,0,0,1146,TCP,Port Scan
24656.79,9,8,53258.29,188.03,885.6,83.35,1,3,0,443,UDP,Normal
17379.1,24,11,34809.07,201.19,822.61,72.85,0,13,0,53,TCP,Normal
1211.7,604,1,1832422.87,10422.43,80.83,20.41,506,0,0,80,TCP,DDoS
31500.96,27,7,107549.6,55.08,803.4,171.34,0,16,0,53,UDP,Normal
33023.73,31,29,58957.43,140.03,447.58,86.25,1,5,0,80,TCP,Normal
852.91,431,1,4607910.95,14654.2,87.99,9.31,183,0,0,80,TCP,DDoS
973.39,781,0,2726555.47,11533.82,88.49,23.84,158,0,0,443,TCP,DDoS
38.05,1,0,403.6,2444.3,41.22,0.0,1,0,0,888,TCP,Port Scan
9233.52,38,45,40511.81,68.55,121.98,24.62,5,55,0,22,TCP,Brute Force
16966.09,12,25,119552.15,93.14,805.81,119.12,1,21,0,80,TCP,Normal
1101.94,616,2,4525555.5,6744.37,88.27,21.26,199,0,0,53,TCP,DDoS
8980.63,21,13,135939.04,31.7,1004.49,118.19,1,4,0,53,TCP,Normal
12.37,2,0,1867.72,3405.59,40.33,0.0,1,0,0,3945,TCP,Port Scan
497.85,690,2,3151827.46,3241.62,46.44,8.7,265,0,0,80,TCP,DDoS
16.49,2,0,2210.88,1163.22,37.53,0.0,1,0,0,5335,TCP,Port Scan
19183.27,23,25,65493.05,56.85,519.66,133.63,1,16,0,443,TCP,Normal
4269.54,66,73,22919.49,96.7,151.01,51.18,3,25,0,22,TCP,Brute Force
109.14,611,2,2321566.25,8366.77,91.79,19.22,125,0,0,8080,TCP,DDoS
36392.74,13,8,3851.42,21.29,399.68,144.3,0,11,0,1337,UDP,Botnet
10343.82,29,11,141888.6,29.07,893.9,235.05,0,23,0,443,TCP,Normal
14136.68,15,7,144850.79,86.57,735.74,244.57,0,20,0,80,TCP,Normal
32948.87,12,19,9966.19,23.66,317.99,168.39,0,10,0,1337,TCP,Botnet
1031.7,949,1,4652592.67,12927.9,59.55,21.18,209,0,0,80,TCP,DDoS
1319.05,867,2,2902695.04,5429.51,78.54,23.54,539,0,0,443,TCP,DDoS
862.51,898,1,1358756.73,15691.79,80.46,9.23,343,0,0,80,TCP,DDoS
9681.85,5,19,77995.5,178.79,427.52,209.88,0,17,0,443,TCP,Normal
44564.3,26,7,81956.92,169.72,851.21,162.26,1,19,0,80,TCP,Normal
786.45,1003,1,5071985.01,3428.56,74.7,11.99,110,0,0,53,TCP,DDoS
54564.77,22,7,10170.3,13.89,234.47,197.72,0,9,0,9001,TCP,Botnet
1820.24,14,16,148958.44,50.24,592.31,128.92,0,14,0,53,TCP,Normal
44070.17,6,3,23308.39,175.52,627.57,187.27,0,9,0,80,TCP,Normal
39138.07,15,29,21228.34,82.04,439.96,156.23,1,3,0,80,TCP,Normal
70454.87,8,6,8657.82,18.66,360.29,211.0,1,17,0,6667,TCP,Botnet
10826.48,7,3,85378.93,65.89,605.76,97.42,1,25,0,80,TCP,Normal
5110.04,42,69,11400.16,106.76,130.51,42.55,2,65,0,22,TCP,Brute Force
12382.76,9,26,120626.77,171.44,995.41,223.46,1,13,0,80,UDP,Normal
33.78,1,0,504.09,2727.57,45.93,0.0,1,0,0,7268,TCP,Port Scan
20263.68,21,11,147681.91,86.33,1072.79,127.9,0,18,0,443,UDP,Normal
73462.74,17,14,7485.47,21.74,247.75,160.39,0,14,0,6667,UDP,Botnet
38.67,2,0,1237.08,1751.57,49.76,0.0,1,0,0,5737,TCP,Port Scan
12725.12,6,3,60524.4,243.49,994.24,194.35,0,16,0,443,TCP,Normal
2776.18,18,8,79197.58,131.16,667.95,217.83,0,6,0,80,TCP,Normal
474.48,346,0,3130436.54,7116.19,61.62,12.76,334,0,0,53,TCP,DDoS
349.96,1062,2,3451922.41,9908.74,89.54,23.6,318,0,0,80,TCP,DDoS
24944.85,8,19,103709.6,127.36,424.12,243.92,1,18,0,80,TCP,Normal
3494.17,12,27,5536.85,57.39,644.67,113.14,1,17,0,80,TCP,Normal
16588.59,30,15,89836.37,72.04,1026.99,206.7,0,21,0,443,TCP,Normal
36.25,1,0,1377.67,1169.68,42.91,0.0,1,0,0,9987,TCP,Port Scan
6260.66,39,71,41105.72,79.74,164.0,23.14,4,66,0,22,TCP,Brute Force
14545.68,15,12,51506.37,64.22,616.63,244.98,0,12,0,443,TCP,Normal
10816.16,31,26,19596.29,70.45,82.6,47.61,2,48,0,22,TCP,Brute Force
824.62,1170,2,5703707.69,14926.09,49.97,19.24,250,0,0,443,TCP,DDoS
16068.52,18,3,100105.98,65.73,620.51,94.92,0,17,0,80,TCP,Normal
426.13,1150,0,3117795.07,15541.78,54.57,13.97,308,0,0,80,TCP,DDoS
18443.24,21,14,2640.68,27.0,303.21,91.52,0,5,0,6667,TCP,Botnet
31951.59,25,22,60007.0,159.27,649.71,156.7,1,26,0,443,TCP,Normal
13845.44,15,26,90044.21,141.0,931.52,192.53,0,20,0,443,TCP,Normal
11.25,1,0,855.17,865.45,52.0,0.0,1,0,0,5461,TCP,Port Scan
1387.22,919,0,1553649.14,6821.51,90.3,7.26,225,0,0,80,TCP,DDoS
75450.44,18,11,5420.1,23.52,330.44,174.03,0,7,0,8000,TCP,Botnet
1328.15,444,1,1902633.22,4576.46,77.86,8.17,180,1,0,53,TCP,DDoS
40991.89,31,28,89400.17,203.5,1005.06,141.38,0,14,0,443,TCP,Normal
8094.58,24,11,118490.93,81.04,524.44,188.32,0,6,0,8080,TCP,Normal
43634.88,22,16,4709.91,19.12,414.44,190.76,1,6,0,4444,TCP,Botnet
850.87,1049,0,2880154.11,14675.09,91.77,22.24,433,0,0,80,TCP,DDoS
848.39,402,1,3026190.56,16203.72,92.85,22.86,346,0,0,443,TCP,DDoS
16.87,1,0,394.88,2482.03,32.22,0.0,1,0,0,5210,TCP,Port Scan
435.93,282,2,5932828.29,11353.21,55.29,12.97,422,0,0,443,TCP,DDoS
768.79,998,0,4443945.07,13900.06,91.84,21.64,200,0,0,80,TCP,DDoS
62059.99,16,15,9520.46,14.27,369.14,137.49,0,16,0,6667,TCP,Botnet
3817.5,10,11,116975.49,65.7,403.87,213.09,1,5,0,443,TCP,Normal
452.15,1069,2,1635136.36,8110.28,57.82,16.74,171,0,0,443,TCP,DDoS
22411.88,14,9,28732.97,83.7,446.06,191.2,0,19,0,8080,TCP,Normal
37.31,1,0,2161.86,3426.71,40.53,0.0,1,0,0,5082,TCP,Port Scan
20684.27,11,24,104426.58,229.35,847.32,240.71,1,4,0,443,TCP,Normal
1375.94,1042,0,5207729.71,14573.55,88.45,21.11,516,0,0,8080,TCP,DDoS
1093.94,923,1,3103807.88,12267.2,82.35,7.08,197,0,0,443,TCP,DDoS
14678.1,32,11,16257.91,210.64,644.22,154.32,1,25,0,443,UDP,Normal
23.41,2,0,1501.23,1786.72,61.96,0.0,1,0,0,6854,TCP,Port Scan
24.07,1,0,610.32,2185.29,58.05,0.0,1,0,0,4511,TCP,Port Scan
25.54,1,0,2157.78,2638.51,60.71,0.0,1,0,0,5216,TCP,Port Scan
28988.82,4,10,14056.35,223.2,713.82,152.09,0,25,0,80,TCP,Normal
29.85,2,0,2364.89,2417.62,63.75,0.0,1,0,0,5342,TCP,Port Scan
10312.44,33,23,131740.41,77.42,584.27,50.13,1,20,0,80,TCP,Normal
25.38,2,0,1692.91,2331.34,49.71,0.0,1,0,0,1005,TCP,Port Scan
293.93,641,1,4374336.82,8587.91,54.43,20.19,455,0,0,443,TCP,DDoS
7776.81,30,27,145564.79,79.37,859.72,115.04,1,26,0,80,TCP,Normal
44700.3,5,28,86872.78,138.82,599.22,153.44,1,20,0,443,TCP,Normal
8.79,1,0,337.14,2993.63,41.62,0.0,1,0,0,775,TCP,Port Scan
29.92,1,0,1494.07,2968.01,45.67,0.0,1,0,0,9572,TCP,Port Scan
13.89,1,0,1689.64,2019.7,63.0,0.0,1,0,0,4880,TCP,Port Scan
29794.69,17,11,7246.77,22.39,185.52,115.09,0,8,0,4444,TCP,Botnet
10063.79,10,20,131427.39,152.71,641.84,210.6,0,13,0,443,UDP,Normal
9667.25,30,18,54570.54,246.73,987.03,211.71,0,14,0,443,TCP,Normal
9575.73,75,50,34448.0,98.42,151.75,47.05,4,33,0,21,TCP,Brute Force
8024.11,5,26,60027.92,72.15,667.13,75.77,0,16,0,443,TCP,Normal
2.36,2,0,1615.42,1786.16,44.57,0.0,1,0,0,845,TCP,Port Scan
43345.06,34,11,49188.91,210.76,597.06,224.55,0,8,0,80,TCP,Normal
5675.86,69,66,13274.58,107.06,182.37,44.9,4,51,0,3389,TCP,Brute Force
62183.09,13,14,6086.29,29.41,164.94,105.29,1,6,0,8000,UDP,Botnet
20977.22,10,24,47135.2,201.0,478.36,121.19,1,21,0,443,TCP,Normal
5079.76,16,17,127735.58,49.32,678.1,209.46,0,17,0,443,TCP,Normal
33114.0,11,20,32310.62,188.09,509.31,96.91,1,17,0,443,TCP,Normal
1112.04,796,0,3966950.51,14534.7,64.57,14.46,428,0,0,443,TCP,DDoS
906.05,554,0,936748.18,6915.43,69.59,23.15,558,0,0,443,TCP,DDoS
963.38,475,1,3614040.11,4327.3,41.45,20.82,228,0,0,443,TCP,DDoS
32974.79,31,21,16602.65,102.68,1000.86,96.52,0,8,0,80,TCP,Normal
38.06,1,0,863.93,3332.57,58.42,0.0,1,0,0,5013,TCP,Port Scan
12180.58,12,29,109134.35,48.62,819.72,160.07,0,6,0,443,TCP,Normal
850.63,237,1,1937730.63,10829.02,48.54,18.33,278,0,0,53,TCP,DDoS
43997.25,29,16,105513.12,208.93,428.83,184.08,1,5,0,53,TCP,Normal
17.05,2,0,2305.6,1139.15,45.39,0.0,1,0,0,4949,TCP,Port Scan
473.97,647,0,4545393.2,13309.25,45.27,23.45,328,0,0,80,TCP,DDoS
32070.03,34,10,136115.28,106.19,784.91,60.11,0,13,0,443,TCP,Normal
25401.26,9,21,100421.97,46.91,959.8,74.65,0,27,0,443,UDP,Normal
22262.65,5,3,136884.53,150.86,933.52,212.36,0,13,0,443,TCP,Normal
19.25,1,0,1541.79,2824.96,48.32,0.0,1,0,0,820,TCP,Port Scan
15756.33,20,23,87709.38,153.76,900.29,98.04,0,26,0,80,UDP,Normal
21656.04,22,14,8503.38,10.77,387.31,162.79,1,15,0,9001,TCP,Botnet
35122.12,26,25,32219.75,40.33,889.26,123.67,0,3,0,443,TCP,Normal
27368.97,23,19,124261.72,59.87,740.07,73.38,0,16,0,443,TCP,Normal
17167.04,32,17,111139.12,157.69,509.21,81.2,0,26,0,80,TCP,Normal
9424.61,8,12,105225.71,158.7,833.29,238.15,1,16,0,80,TCP,Normal
1221.83,1056,2,2852232.46,13298.61,62.91,17.97,180,0,0,443,TCP,DDoS
109.42,657,0,1323914.79,13612.84,41.71,22.4,581,0,0,80,TCP,DDoS
40065.34,24,6,10871.62,26.66,417.13,117.8,1,12,0,4444,UDP,Botnet
31219.37,26,8,103968.37,96.27,750.41,179.15,0,21,0,80,TCP,Normal
8426.18,79,55,16580.34,43.74,212.33,29.12,4,27,0,21,TCP,Brute Force
19213.84,8,23,97707.4,205.16,1032.21,173.45,1,20,0,443,TCP,Normal
28920.93,27,3,138491.08,41.54,1068.54,172.19,0,23,0,53,TCP,Normal
4460.45,44,74,10240.83,110.95,180.13,16.65,5,28,0,21,TCP,Brute Force
26.11,1,0,654.22,3259.15,37.59,0.0,1,0,0,3174,TCP,Port Scan
32508.2,12,8,8438.85,16.59,334.02,118.15,1,6,0,8000,UDP,Botnet
28443.78,33,26,82209.77,185.93,498.89,92.4,1,17,0,443,TCP,Normal
25121.43,19,15,149214.39,66.42,580.67,72.71,1,9,0,80,TCP,Normal
7781.26,26,13,37011.59,38.95,876.35,180.9,0,19,0,8080,TCP,Normal
33.19,2,0,1897.29,2871.65,60.97,0.0,1,0,0,4886,TCP,Port Scan
34162.07,4,6,37739.49,161.82,428.23,115.23,0,15,0,443,TCP,Normal
210.94,1115,0,4975993.34,9477.08,83.22,14.25,538,0,0,443,TCP,DDoS
236.69,1030,0,1056617.73,11540.02,61.05,20.14,221,0,0,80,TCP,DDoS
29822.12,4,27,37185.96,73.15,870.32,53.94,0,17,0,443,UDP,Normal
72420.12,24,6,2426.91,26.7,188.73,168.61,1,10,0,9001,TCP,Botnet
29251.01,24,22,43572.8,54.32,489.04,222.93,0,20,0,443,TCP,Normal
82.3,408,2,2408485.97,7209.53,93.47,8.07,266,0,0,80,TCP,DDoS
26.05,1,0,2345.39,1731.99,35.41,0.0,1,0,0,5366,TCP,Port Scan
1017.66,1196,2,2498433.91,12349.72,43.1,5.48,552,1,0,80,TCP,DDoS
4114.72,13,11,27649.22,247.34,1084.1,208.76,0,27,0,443,TCP,Normal
21765.59,16,4,29408.86,76.79,986.98,121.24,1,15,0,80,TCP,Normal
23840.76,11,7,147444.9,45.77,678.5,243.89,1,8,0,8080,TCP,Normal
320.54,630,2,1439871.04,17795.25,57.34,7.31,427,0,0,80,TCP,DDoS
35203.37,11,13,74673.51,44.13,569.43,247.33,0,18,0,443,TCP,Normal
19307.0,21,7,108330.09,207.86,527.13,124.19,1,24,0,443,TCP,Normal
16838.52,22,6,3070.6,6.36,347.0,197.18,1,14,0,1337,TCP,Botnet
32226.72,9,20,64272.7,232.53,478.32,153.28,1,23,0,443,TCP,Normal
29495.82,10,19,5913.64,19.54,306.62,126.33,1,14,1,8000,UDP,Botnet
17.49,1,0,1649.92,1613.31,32.59,0.0,1,0,0,5659,TCP,Port Scan
28471.2,32,4,70290.96,142.16,922.0,215.19,0,13,0,80,TCP,Normal
34034.32,18,13,6627.72,9.39,347.59,216.56,0,11,1,6667,TCP,Botnet
255.67,441,0,4351961.79,12910.91,92.28,19.59,153,0,0,80,TCP,DDoS
36501.55,34,20,54683.55,218.87,508.45,66.55,0,25,0,443,TCP,Normal
22859.72,20,27,121432.29,245.58,824.15,150.74,1,15,0,80,TCP,Normal
25746.09,10,11,6894.83,27.52,243.88,160.38,1,10,0,6667,TCP,Botnet
18733.4,28,10,7248.71,84.6,545.57,58.4,0,17,0,443,UDP,Normal
28596.2,4,21,84481.05,60.17,607.15,182.76,1,17,0,53,TCP,Normal
27343.26,9,12,136301.09,197.7,585.43,179.06,0,11,0,80,TCP,Normal
23254.74,28,6,120752.8,169.49,891.38,209.16,1,25,0,80,TCP,Normal
14128.92,26,16,105947.91,64.36,464.9,156.44,1,19,0,80,TCP,Normal
24629.56,32,3,78712.28,88.44,795.52,187.78,1,17,0,53,TCP,Normal
4478.68,57,27,10217.29,41.5,216.35,23.7,4,55,0,22,TCP,Brute Force
37014.17,8,17,7074.05,26.92,313.06,113.36,0,11,0,1337,TCP,Botnet
241.5,1197,1,1195719.94,7108.72,50.99,9.64,386,1,0,80,TCP,DDoS
36384.73,23,10,11721.82,15.99,168.13,184.88,1,15,0,1337,TCP,Botnet
37970.48,24,22,95419.92,40.5,928.69,75.54,1,8,0,80,TCP,Normal
25522.21,7,7,30418.93,178.7,540.65,157.17,0,27,0,443,TCP,Normal
11512.1,16,22,99390.9,209.64,692.4,64.62,0,13,0,443,TCP,Normal
31425.32,21,16,146463.48,167.42,975.74,76.5,1,6,0,443,TCP,Normal
32590.39,9,10,52615.9,132.06,417.34,99.76,0,13,0,80,TCP,Normal
3430.79,70,64,35370.75,60.18,116.47,44.06,2,30,0,22,TCP,Brute Force
